,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Ejerudgift,Elevator,Rooms,Build,Toilets,Altan,Terasse,Postal code,link,Grund,Toilet
"Klokkevænget 52,3300",4.495.000 kr.,Magleblik Skole,"2,15 km",6.7,3.6,Villa,Energimærke A2010,Lav,"25,7%",34‰.,"Der er 31.344 indbyggere i Halsnæs Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 34‰.",Til salg i alt: 48 dage,139 m²,Ejerudg.: 2.049 kr/md,,4 værelser,Opført 2024,-,,,3300,https://www.boligsiden.dk/addresses/c633f0ff-950f-47a2-8784-24df732e78ff,Grund: 926 m²,
"Kildevænget 12C,4652",2.995.000 kr.,Hotherskolen,537 m,6.5,3.6,Villa,Energimærke C,Meget høj,26%,"21,52‰.","Der er 23.473 indbyggere i Stevns Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 21,52‰.",Til salg i alt: 48 dage,165 m²,Ejerudg.: 2.338 kr/md,,5 værelser,Opført 1970,3 toiletter,,,4652,https://www.boligsiden.dk/addresses/0a3f50ac-79e1-32b8-e044-0003ba298018,Grund: 759 m²,
"Højlandsvangen 47,2700",9.995.000 kr.,Bellahøj Skole,448 m,6.8,3.7,Villa,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 48 dage,152 m²,Ejerudg.: 5.740 kr/md,,6 værelser,Opført 1932,2 toiletter,,,2700,https://www.boligsiden.dk/addresses/0a3f509e-e088-32b8-e044-0003ba298018,Grund: 473 m²,
"Humlebæk Strandvej 6,3050",7.995.000 kr.,Humlebæk Skole,"1,74 km",7.8,3.8,Villa,Energimærke E,Mellem,"25,3%","24,65‰.","Der er 41.211 indbyggere i Fredensborg Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 24,65‰.",Til salg i alt: 48 dage,167 m²,Ejerudg.: 5.896 kr/md,,7 værelser,Opført 1900,2 toiletter,,,3050,https://www.boligsiden.dk/addresses/0a3f50a8-396e-32b8-e044-0003ba298018,Grund: 1650 m²,
"Vesterdamsvænget 29,7400",3.995.000 kr.,Lind Skole,"1,41 km",7.5,3.8,Villa,Energimærke A2015,Mellem,"24,9%","20,53‰.","Der er 89.230 indbyggere i Herning Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,53‰.",Til salg i alt: 48 dage,175 m²,Ejerudg.: 2.856 kr/md,,5 værelser,Opført 2024,-,,,7400,https://www.boligsiden.dk/addresses/21450c11-9718-419d-bc22-23792cbcae3e,Grund: 794 m²,
"Toftevej 17,8700",3.195.000 kr.,Lundskolen,207 m,7,3.7,Villa,Energimærke C,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 48 dage,161 m²,Ejerudg.: 1.750 kr/md,,5 værelser,Opført 1997,2 toiletter,,,8700,https://www.boligsiden.dk/addresses/0a3f50bb-9a45-32b8-e044-0003ba298018,Grund: 931 m²,
"Konstabelvænget 6,3520",5.350.000 kr.,Solvangskolen,"1,57 km",7.9,3.8,Villa,Energimærke A2015,Høj,"24,88%","21,5‰.","Der er 41.402 indbyggere i Furesø Kommune. Kommuneskatten er på 24,88% og grundskyldspromillen på 21,5‰.",Til salg i alt: 48 dage,120 m²,Ejerudg.: 3.635 kr/md,,4 værelser,Opført 2019,2 toiletter,,,3520,https://www.boligsiden.dk/addresses/948cd1f6-c27f-4c99-ab37-9fccc3fa5fd8,Grund: 322 m²,
"Plantagevej 9,2640",3.345.000 kr.,Læringshuset,"1,22 km",6.5,3.4,Villa,Energimærke D,Høj,"24,6%","24,4‰.","Der er 53.053 indbyggere i Høje-Taastrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 24,4‰.",Til salg i alt: 315 dage,166 m²,Ejerudg.: 3.284 kr/md,,6 værelser,Opført 1952,2 toiletter,,,2640,https://www.boligsiden.dk/addresses/0a3f50a5-d722-32b8-e044-0003ba298018,Grund: 788 m²,
"Mellemvang 7,2680",3.595.000 kr.,Uglegårdsskolen,488 m,7.8,3.8,Villa,Energimærke C,Mellem,"24,9%","20,95‰.","Der er 23.794 indbyggere i Solrød Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,95‰.",Til salg i alt: 48 dage,114 m²,Ejerudg.: 3.414 kr/md,,4 værelser,Opført 1984,1 toilet,,,2680,https://www.boligsiden.dk/addresses/0a3f50ac-627a-32b8-e044-0003ba298018,Grund: 717 m²,
"Keldsvej 5,4480",1.695.000 kr.,Gørlev Skole,"4,72 km",5.6,3.5,Villa,Energimærke C,Høj,"24,2%",34‰.,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",Til salg i alt: 48 dage,223 m²,Ejerudg.: 2.079 kr/md,,7 værelser,Opført 1900,2 toiletter,,,4480,https://www.boligsiden.dk/addresses/0a3f50ac-ee55-32b8-e044-0003ba298018,Grund: 924 m²,
"Bøgebakken 53,7400",4.495.000 kr.,Lundgårdskolen,"2,22 km",7.5,3.8,Villa,Energimærke A2015,Mellem,"24,9%","20,53‰.","Der er 89.230 indbyggere i Herning Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,53‰.",Til salg i alt: 48 dage,170 m²,Ejerudg.: 1.646 kr/md,,4 værelser,Opført 2024,-,,,7400,https://www.boligsiden.dk/addresses/f92b6afd-655d-495d-9520-223349ea6965,Grund: 802 m²,
"Børupvej 68,8310",1.998.000 kr.,Tranbjergskolen,974 m,6.9,3.7,Rækkehus,Energimærke B,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 48 dage,123 m²,Ejerudg.: 2.635 kr/md,,4 værelser,Opført 1978,2 toiletter,,,8310,https://www.boligsiden.dk/addresses/0a3f50c2-9f0b-32b8-e044-0003ba298018,Grund: 185 m²,
"Skovgyden 13,5853",1.095.000 kr.,4kløverskolen,"4,41 km",6.7,3.7,Villa,Energimærke E,Høj,"26,3%","27,83‰.","Der er 32.098 indbyggere i Nyborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 27,83‰.",Til salg i alt: 48 dage,143 m²,Ejerudg.: 1.707 kr/md,,5 værelser,Opført 1977,2 toiletter,,,5853,https://www.boligsiden.dk/addresses/0a3f50b6-1e9f-32b8-e044-0003ba298018,Grund: 750 m²,
"Grejsdals Vænge 15,7100",5.900.000 kr.,Petersmindeskolen,"1,54 km",7.1,3.8,Villa,Energimærke D,Høj,"23,4%","27,75‰.","Der er 119.060 indbyggere i Vejle Kommune. Kommuneskatten er på 23,4% og grundskyldspromillen på 27,75‰.",Til salg i alt: 48 dage,355 m²,Ejerudg.: 3.880 kr/md,,7 værelser,Opført 1918,2 toiletter,,,7100,https://www.boligsiden.dk/addresses/0a3f50bc-b5f4-32b8-e044-0003ba298018,Grund: 9172 m²,
"Ålholmparken 36,3400",5.495.000 kr.,Hillerød Vest Skolen,470 m,7.5,3.8,Villa,Energimærke C,Mellem,"25,6%","20,65‰.","Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",Til salg i alt: 48 dage,243 m²,Ejerudg.: 4.465 kr/md,,8 værelser,Opført 1968,2 toiletter,,,3400,https://www.boligsiden.dk/addresses/0a3f50a9-e5a4-32b8-e044-0003ba298018,Grund: 861 m²,
"Reventlowsvej 39,8260",2.998.000 kr.,Viby Skole,707 m,7.3,3.8,Rækkehus,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 48 dage,78 m²,Ejerudg.: 3.433 kr/md,,1 værelser,Opført 1935,1 toilet,,,8260,https://www.boligsiden.dk/addresses/0a3f50c3-eaaa-32b8-e044-0003ba298018,Grund: 847 m²,
"Pileagervej 3,2750",6.795.000 kr.,Skovvejens Skole - Øst,396 m,7.5,3.7,Villa,Energimærke C,Mellem,"25,5%","28,89‰.","Der er 49.274 indbyggere i Ballerup Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,89‰.",Til salg i alt: 48 dage,158 m²,Ejerudg.: 5.224 kr/md,,5 værelser,Opført 1985,2 toiletter,,,2750,https://www.boligsiden.dk/addresses/0a3f50a3-1193-32b8-e044-0003ba298018,Grund: 688 m²,
"Anemonevej 20,7600",995.000 kr.,Parkskolen,327 m,7.7,3.7,Villa,Energimærke C,Lav,"25,3%","22,9‰.","Der er 20.802 indbyggere i Struer Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 22,9‰.",Til salg i alt: 48 dage,75 m²,Ejerudg.: 1.433 kr/md,,2 værelser,Opført 1954,-,,,7600,https://www.boligsiden.dk/addresses/9095194e-5db9-4275-b536-7e1327e2cace,Grund: 1570 m²,
"Herslev Bygade 17C,7000",1.345.000 kr.,Fjordbakkeskolen,"5,26 km",7.3,3.7,Villa,Energimærke E,Høj,"25,5%",26‰.,"Der er 51.606 indbyggere i Fredericia Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 26‰.",Til salg i alt: 48 dage,121 m²,Ejerudg.: 1.271 kr/md,,6 værelser,Opført 1975,1 toilet,,,7000,https://www.boligsiden.dk/addresses/0a3f50ba-a007-32b8-e044-0003ba298018,Grund: 838 m²,
"Vestvejen 11,4440",1.275.000 kr.,Kildebjergskolen,"3,7 km",6.7,3.7,Villa,Energimærke E,Høj,"25,3%","25,09‰.","Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",Til salg i alt: 48 dage,111 m²,Ejerudg.: 1.799 kr/md,,4 værelser,Opført 1966,2 toiletter,,,4440,https://www.boligsiden.dk/addresses/0a3f50af-1786-32b8-e044-0003ba298018,Grund: 800 m²,
"George Marshalls Vej 21, 4. th.,2450",4.490.000 kr.,Skolen i Sydhavnen,"1,05 km",7.7,3.7,Ejerlejlighed/Husbåd,Energimærke A2020,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 235 dage,70 m²,Ejerudg.: 3.150 kr/md,Elevator: Ja,2 værelser,Opført 2021,1 toilet,Altan: Ja,Terrasse: Nej,2450,https://www.boligsiden.dk/addresses/30668597-1c56-4737-bdb9-aa680f8bfadf,,
"Åvej 12,4600",2.695.000 kr.,Asgård Skole,"1,24 km",6.9,3.7,Villa,Energimærke G,Mellem,"25,26%","21,04‰.","Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",Til salg i alt: 48 dage,121 m²,Ejerudg.: 2.285 kr/md,,4 værelser,Opført 1950,1 toilet,,,4600,https://www.boligsiden.dk/addresses/0a3f50ab-a1ed-32b8-e044-0003ba298018,Grund: 820 m²,
"Egelykke 12,6400",3.990.000 kr.,Ulkebøl Skole,"1,84 km",7.1,3.8,Villa,Energimærke C,Høj,"25,7%","27,1‰.","Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",Til salg i alt: 48 dage,370 m²,Ejerudg.: 4.481 kr/md,,14 værelser,Opført 1932,2 toiletter,,,6400,https://www.boligsiden.dk/addresses/b696d38f-8e61-45af-be1d-6f4644099449,Grund: 3050 m²,
"Birkelyparken 18,2670",4.595.000 kr.,Krogårdskolen,"1,28 km",7.1,3.7,Villa,Energimærke D,Høj,"24,42%","16,94‰.","Der er 50.818 indbyggere i Greve Kommune. Kommuneskatten er på 24,42% og grundskyldspromillen på 16,94‰.",Til salg i alt: 48 dage,172 m²,Ejerudg.: 3.407 kr/md,,6 værelser,Opført 1977,2 toiletter,,,2670,https://www.boligsiden.dk/addresses/0a3f50aa-e109-32b8-e044-0003ba298018,Grund: 938 m²,
"Christiansgade 21, 3.,5000",1.895.000 kr.,Munkebjergskolen,"1,19 km",7.4,3.8,Ejerlejlighed,Energimærke F,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 48 dage,77 m²,Ejerudg.: 2.509 kr/md,Elevator: Nej,2 værelser,Opført 1920,1 toilet,Altan: Ja,Terrasse: Nej,5000,https://www.boligsiden.dk/addresses/0a3f50b3-b575-32b8-e044-0003ba298018,,
"Hvedebakken 113,8450",4.995.000 kr.,Søndervangskolen,"1,34 km",7.6,3.8,Villa,Energimærke A2015,Høj,"25,7%","23,32‰.","Der er 48.880 indbyggere i Favrskov Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 23,32‰.",Til salg i alt: 48 dage,180 m²,Ejerudg.: 2.219 kr/md,,6 værelser,Opført 2024,-,,,8450,https://www.boligsiden.dk/addresses/5a687cb0-099c-44d3-8c46-5d3e31153575,Grund: 1062 m²,
"Holstvej 21,9492",5.200.000 kr.,Skolecenter Jetsmark,"6,82 km",6.6,3.7,Villa/Fritidsbolig,Energimærke C,Mellem,"25,7%","32,85‰.","Der er 38.187 indbyggere i Jammerbugt Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,85‰.",Til salg i alt: 206 dage,183 m²,Ejerudg.: 3.491 kr/md,,9 værelser,Opført 1971,2 toiletter,,,9492,https://www.boligsiden.dk/addresses/0a3f50c8-d9cd-32b8-e044-0003ba298018,Grund: 1253 m²,
"Damgårdsvej 31,2990",5.595.000 kr.,Nivå Skole,540 m,7.4,3.8,Villa,Energimærke C,Høj,"25,3%","24,65‰.","Der er 41.211 indbyggere i Fredensborg Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 24,65‰.",Til salg i alt: 48 dage,155 m²,Ejerudg.: 3.592 kr/md,,4 værelser,Opført 1988,2 toiletter,,,2990,https://www.boligsiden.dk/addresses/0a3f50aa-529c-32b8-e044-0003ba298018,Grund: 735 m²,
"Blomstervangen 60,6800",2.250.000 kr.,Lykkesgårdskolen,860 m,7.1,3.8,Villa,Energimærke D,Lav,"25,1%","31,56‰.","Der er 49.664 indbyggere i Varde Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 31,56‰.",Til salg i alt: 48 dage,173 m²,Ejerudg.: 2.536 kr/md,,6 værelser,Opført 1977,2 toiletter,,,6800,https://www.boligsiden.dk/addresses/0a3f50b9-dfcd-32b8-e044-0003ba298018,Grund: 840 m²,
"Rådbjergvej 3,4450",2.595.000 kr.,Jyderup Skole,968 m,6.6,3.6,Villa,Energimærke D,Høj,"25,3%","25,09‰.","Der er 72.810 indbyggere i Holbæk Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 25,09‰.",Til salg i alt: 343 dage,189 m²,Ejerudg.: 1.933 kr/md,,6 værelser,Opført 1964,3 toiletter,,,4450,https://www.boligsiden.dk/addresses/0a3f50af-1298-32b8-e044-0003ba298018,Grund: 1001 m²,
"Mundelstrupvej 17A,8381",1.995.000 kr.,Tilst Skole,"1,84 km",6.5,3.6,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 412 dage,160 m²,Ejerudg.: 2.358 kr/md,,4 værelser,Opført 1929,1 toilet,,,8381,https://www.boligsiden.dk/addresses/434d4d3b-1917-0401-e044-0003ba298018,Grund: 1272 m²,
"Smedegade 26,6400",850.000 kr.,Nydamskolen,"5,35 km",7.2,3.8,Villa,Energimærke F,Meget høj,"25,7%","27,1‰.","Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",Til salg i alt: 48 dage,117 m²,Ejerudg.: 1.420 kr/md,,4 værelser,Opført 1875,1 toilet,,,6400,https://www.boligsiden.dk/addresses/0a3f50b7-7edb-32b8-e044-0003ba298018,Grund: 964 m²,
"Bakkedraget 44,4534",1.495.000 kr.,Hørve Skole,745 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke C,Høj,"26,3%",34‰.,"Der er 32.881 indbyggere i Odsherred Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 34‰.",Til salg i alt: 48 dage,112 m²,Ejerudg.: 1.696 kr/md,,4 værelser,Opført 1980,1 toilet,,,4534,https://www.boligsiden.dk/addresses/0a3f50ac-ad38-32b8-e044-0003ba298018,Grund: 861 m²,
"Møllevej 67,7700",2.250.000 kr.,Tingstrup Skole,682 m,7.3,3.8,Villa,Energimærke C,Høj,"25,5%","23,75‰.","Der er 43.089 indbyggere i Thisted Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,75‰.",Til salg i alt: 48 dage,155 m²,Ejerudg.: 2.128 kr/md,,4 værelser,Opført 1948,2 toiletter,,,7700,https://www.boligsiden.dk/addresses/0a3f50c6-20e8-32b8-e044-0003ba298018,Grund: 1216 m²,
"Sankt Jørgens Gade 8, 2. mf.,9000",1.395.000 kr.,Sønderbroskolen,"1,48 km",7.2,3.8,Ejerlejlighed,Energimærke D,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 48 dage,57 m²,Ejerudg.: 1.708 kr/md,Elevator: Ja,2 værelser,Opført 1970,1 toilet,Altan: Ja,Terrasse: Nej,9000,https://www.boligsiden.dk/addresses/0a3f50ca-a320-32b8-e044-0003ba298018,,
"Korsbækvej 21,4281",895.000 kr.,Gørlev Skole,"1,3 km",5.6,3.5,Villa,Energimærke D,Høj,"24,2%",34‰.,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",Til salg i alt: 48 dage,98 m²,Ejerudg.: 1.458 kr/md,,3 værelser,Opført 1966,1 toilet,,,4281,https://www.boligsiden.dk/addresses/0a3f50ac-ef7a-32b8-e044-0003ba298018,Grund: 967 m²,
"Ejlskov Hede 3,5471",745.000 kr.,Bogense Skole,"7,97 km",6.5,3.7,Villa,Energimærke D,Høj,26%,"29,98‰.","Der er 29.714 indbyggere i Nordfyns Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 29,98‰.",Til salg i alt: 48 dage,126 m²,Ejerudg.: 1.408 kr/md,,5 værelser,Opført 1968,1 toilet,,,5471,https://www.boligsiden.dk/addresses/0a3f50b5-cb3d-32b8-e044-0003ba298018,Grund: 1160 m²,
"Gammel Højmevej 205,5250",3.197.000 kr.,Rasmus Rask-Skolen,"1,18 km",7.4,3.7,Villa,Energimærke D,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 48 dage,190 m²,Ejerudg.: 3.630 kr/md,,6 værelser,Opført 1963,1 toilet,,,5250,https://www.boligsiden.dk/addresses/0a3f50b3-e4ca-32b8-e044-0003ba298018,Grund: 7019 m²,
"Højbjerg Vang 5,2840",7.875.000 kr.,Skovlyskolen,159 m,8.5,3.8,Villa,Energimærke E,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 48 dage,148 m²,Ejerudg.: 6.954 kr/md,,5 værelser,Opført 1987,2 toiletter,,,2840,https://www.boligsiden.dk/addresses/0a3f50a6-d7bf-32b8-e044-0003ba298018,Grund: 1006 m²,
"Møllegade 8,6400",3.995.000 kr.,Ahlmann-Skolen,505 m,7.2,3.8,Villa,Energimærke C,Høj,"25,7%","27,1‰.","Der er 73.711 indbyggere i Sønderborg Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 27,1‰.",Til salg i alt: 48 dage,198 m²,Ejerudg.: 1.796 kr/md,,6 værelser,Opført 1870,2 toiletter,,,6400,https://www.boligsiden.dk/addresses/0a3f50b7-b930-32b8-e044-0003ba298018,Grund: 267 m²,
"Langesøvej 66,5492",1.195.000 kr.,Vissenbjerg Skole,"4,08 km",6.9,3.7,Villa,Energimærke C,Mellem,"26,1%","22,12‰.","Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",Til salg i alt: 48 dage,128 m²,Ejerudg.: 1.616 kr/md,,3 værelser,Opført 1800,1 toilet,,,5492,https://www.boligsiden.dk/addresses/0a3f50b6-036b-32b8-e044-0003ba298018,Grund: 1614 m²,
"Nr Øksevej 26,9460",545.000 kr.,Brovst Skole,"3,91 km",6.8,3.7,Villa,Energimærke C,Meget lav,"25,7%","32,85‰.","Der er 38.187 indbyggere i Jammerbugt Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,85‰.",Til salg i alt: 48 dage,132 m²,Ejerudg.: 1.146 kr/md,,5 værelser,Opført 1875,1 toilet,,,9460,https://www.boligsiden.dk/addresses/0a3f50c6-d294-32b8-e044-0003ba298018,Grund: 1075 m²,
"Bredgade 3,5560",1.495.000 kr.,Aarupskolen,945 m,7.1,3.7,Villa,Energimærke D,Høj,"26,1%","22,12‰.","Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",Til salg i alt: 48 dage,121 m²,Ejerudg.: 1.768 kr/md,,3 værelser,Opført 1925,2 toiletter,,,5560,https://www.boligsiden.dk/addresses/0a3f50b6-3358-32b8-e044-0003ba298018,Grund: 235 m²,
"Krekærvangen 57,8340",2.798.000 kr.,Malling Skole,"1,23 km",7.7,3.7,Rækkehus,Energimærke A2010,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 282 dage,115 m²,Ejerudg.: 2.304 kr/md,,4 værelser,Opført 2020,2 toiletter,,,8340,https://www.boligsiden.dk/addresses/e6219643-1763-4a8c-b00c-34a3625a9af0,Grund: 162 m²,
"Søhusvej 184,5270",3.995.000 kr.,Kroggårdsskolen,"2,37 km",7.2,3.8,Villa,Energimærke A2010,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 48 dage,259 m²,Ejerudg.: 3.538 kr/md,,6 værelser,Opført 1777,2 toiletter,,,5270,https://www.boligsiden.dk/addresses/0a3f50b4-d283-32b8-e044-0003ba298018,Grund: 4712 m²,
"Rosengården 143,3250",1.995.000 kr.,"Gilbjergskolen, Gilleleje","1,16 km",6.8,3.7,Rækkehus,Energimærke D,Lav,"25,4%","29,34‰.","Der er 41.147 indbyggere i Gribskov Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,34‰.",Til salg i alt: 48 dage,72 m²,Ejerudg.: 2.132 kr/md,,2 værelser,Opført 1979,1 toilet,,,3250,https://www.boligsiden.dk/addresses/0a3f50a8-d349-32b8-e044-0003ba298018,Grund: 237 m²,
"Bjarnehøjvej 8,3390",2.395.000 kr.,Hundested Skole,670 m,6.6,3.6,Villa,Energimærke C,Mellem,"25,7%",34‰.,"Der er 31.344 indbyggere i Halsnæs Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 34‰.",Til salg i alt: 48 dage,131 m²,Ejerudg.: 2.538 kr/md,,4 værelser,Opført 1962,1 toilet,,,3390,https://www.boligsiden.dk/addresses/0a3f50a9-e854-32b8-e044-0003ba298018,Grund: 790 m²,
"Hadsundvej 165,9000",2.695.000 kr.,Filstedvejens Skole,853 m,6.6,3.7,Villa,Energimærke D,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 48 dage,150 m²,Ejerudg.: 3.408 kr/md,,6 værelser,Opført 1930,2 toiletter,,,9000,https://www.boligsiden.dk/addresses/0a3f50ca-114f-32b8-e044-0003ba298018,Grund: 702 m²,
"Kronprinsesse Sofies Vej 22, 5. 4.,2000",2.295.000 kr.,Skolen på Duevej,446 m,8.1,3.8,Ejerlejlighed,Energimærke D,Lav,"23,47%","24,75‰.","Der er 103.608 indbyggere i Frederiksberg Kommune. Kommuneskatten er på 23,47% og grundskyldspromillen på 24,75‰.",Til salg i alt: 48 dage,34 m²,Ejerudg.: 2.304 kr/md,Elevator: Ja,1 værelser,Opført 1964,1 toilet,Altan: Ja,Terrasse: Nej,2000,https://www.boligsiden.dk/addresses/0a3f50a2-7ab5-32b8-e044-0003ba298018,,
"Jagtvænget 1,2920",16.500.000 kr.,Skovshoved Skole,786 m,8.2,3.9,Villa,Energimærke B,Mellem,"24,17%",16‰.,"Der er 74.217 indbyggere i Gentofte Kommune. Kommuneskatten er på 24,17% og grundskyldspromillen på 16‰.",Til salg i alt: 82 dage,209 m²,Ejerudg.: 11.760 kr/md,,6 værelser,Opført 2013,2 toiletter,,,2920,https://www.boligsiden.dk/addresses/bcf6c8fe-7c81-4748-87db-046de25ced31,Grund: 873 m²,
"Langelunden 7, 2. tv.,2990",1.695.000 kr.,Nivå Skole,808 m,7.4,3.8,Ejerlejlighed,Energimærke C,Høj,"25,3%","24,65‰.","Der er 41.211 indbyggere i Fredensborg Kommune. Kommuneskatten er på 25,3% og grundskyldspromillen på 24,65‰.",Til salg i alt: 48 dage,86 m²,Ejerudg.: 3.891 kr/md,Elevator: Nej,3 værelser,Opført 1971,1 toilet,Altan: Ja,Terrasse: Nej,2990,https://www.boligsiden.dk/addresses/0a3f50aa-5f4b-32b8-e044-0003ba298018,,
"Falkevej 48,7400",3.150.000 kr.,Vestervangskolen,908 m,6.8,3.8,Villa,Energimærke C,Mellem,"24,9%","20,53‰.","Der er 89.230 indbyggere i Herning Kommune. Kommuneskatten er på 24,9% og grundskyldspromillen på 20,53‰.",Til salg i alt: 48 dage,147 m²,Ejerudg.: 2.009 kr/md,,3 værelser,Opført 1961,2 toiletter,,,7400,https://www.boligsiden.dk/addresses/0a3f50bd-5fc3-32b8-e044-0003ba298018,Grund: 700 m²,
"Søndre Molevej 10E, 2. 9.,4600",4.295.000 kr.,Sct. Nicolai Skole,"1,22 km",7.5,3.9,Ejerlejlighed,Energimærke A2015,Mellem,"25,26%","21,04‰.","Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",Til salg i alt: 48 dage,85 m²,Ejerudg.: 4.696 kr/md,Elevator: Nej,2 værelser,Opført 2024,-,Altan: Nej,Terrasse: Nej,4600,https://www.boligsiden.dk/addresses/1ffeb2be-79d2-465f-b683-fac76a5d7e7f,,
