,Price,Schoolname,Distance to school,School-grades,Trivsel,Boligtype,Energy-classification,Radon,Kommuneskat,Grundskyldspromillen,Kommune tekst,Liggetid,m2,Ejerudgift,Elevator,Rooms,Build,Toilets,Altan,Terasse,Postal code,link,Grund,Toilet
"Middelbovej 14,8960",2.895.000 kr.,Kristrup Skole,536 m,6.7,3.7,Villa,Energimærke D,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 46 dage,199 m²,Ejerudg.: 3.207 kr/md,,6 værelser,Opført 1966,2 toiletter,,,8960,https://www.boligsiden.dk/addresses/0a3f50c1-125f-32b8-e044-0003ba298018,Grund: 936 m²,
"Åparken 24,6823",1.295.000 kr.,Ansager Skole,366 m,6.7,3.6,Villa,Energimærke C,Lav,"25,1%","31,56‰.","Der er 49.664 indbyggere i Varde Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 31,56‰.",Til salg i alt: 46 dage,126 m²,Ejerudg.: 1.283 kr/md,,4 værelser,Opført 1977,2 toiletter,,,6823,https://www.boligsiden.dk/addresses/0a3f50ba-274c-32b8-e044-0003ba298018,Grund: 753 m²,
"Enighedsvej 26,4900",950.000 kr.,Byskolen,"1,45 km",6.1,3.6,Villa,Energimærke D,Mellem,"26,3%","33,09‰.","Der er 40.107 indbyggere i Lolland Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 33,09‰.",Til salg i alt: 46 dage,134 m²,Ejerudg.: 1.369 kr/md,,4 værelser,Opført 1969,1 toilet,,,4900,https://www.boligsiden.dk/addresses/0a3f50b0-0354-32b8-e044-0003ba298018,Grund: 950 m²,
"Baunevænget 40,8410",5.798.000 kr.,Rønde Skole,"1,28 km",7.1,3.7,Villa,Energimærke C,Høj,"25,9%","33,8‰.","Der er 43.596 indbyggere i Syddjurs Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 33,8‰.",Til salg i alt: 46 dage,173 m²,Ejerudg.: 3.648 kr/md,,5 værelser,Opført 1976,2 toiletter,,,8410,https://www.boligsiden.dk/addresses/0a3f50c1-9461-32b8-e044-0003ba298018,Grund: 792 m²,
"Ørestads Boulevard 62, 9. th.,2300",5.645.000 kr.,Distrikt Ørestad,338 m,Ikke oplyst,Ikke oplyst,Ejerlejlighed,Energimærke A2020,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 46 dage,132 m²,Ejerudg.: 5.385 kr/md,Elevator: Ja,5 værelser,Opført 2018,1 toilet,Altan: Ja,Terrasse: Nej,2300,https://www.boligsiden.dk/addresses/6fcc4050-3fbc-43fb-a50e-76673793a241,,
"Roarsvej 27,4200",2.795.000 kr.,Marievangsskolen,485 m,6.8,3.7,Villa,Energimærke C,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 46 dage,155 m²,Ejerudg.: 2.854 kr/md,,5 værelser,Opført 1968,2 toiletter,,,4200,https://www.boligsiden.dk/addresses/0a3f50ae-b2ab-32b8-e044-0003ba298018,Grund: 756 m²,
"Valdemarsvej 12,8960",1.395.000 kr.,Kristrup Skole,326 m,6.7,3.7,Villa,Energimærke D,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 46 dage,97 m²,Ejerudg.: 2.441 kr/md,,3 værelser,Opført 1957,2 toiletter,,,8960,https://www.boligsiden.dk/addresses/0a3f50c1-48cf-32b8-e044-0003ba298018,Grund: 788 m²,
"Hedekæret 26, 1. th.,2640",1.845.000 kr.,Læringshuset,"1,19 km",6.5,3.4,Ejerlejlighed,Energimærke D,Høj,"24,6%","24,4‰.","Der er 53.053 indbyggere i Høje-Taastrup Kommune. Kommuneskatten er på 24,6% og grundskyldspromillen på 24,4‰.",Til salg i alt: 46 dage,76 m²,Ejerudg.: 4.269 kr/md,Elevator: Nej,3 værelser,Opført 1968,1 toilet,Altan: Nej,Terrasse: Nej,2640,https://www.boligsiden.dk/addresses/0a3f50a5-b7da-32b8-e044-0003ba298018,,
"Allégade 11,5000",5.995.000 kr.,Munkebjergskolen,553 m,7.4,3.8,Rækkehus,Energimærke B,Mellem,"25,5%","21,71‰.","Der er 205.978 indbyggere i Odense Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 21,71‰.",Til salg i alt: 46 dage,196 m²,Ejerudg.: 3.354 kr/md,,6 værelser,Opført 1876,3 toiletter,,,5000,https://www.boligsiden.dk/addresses/92633373-7e2d-4946-882e-c1542e47cf03,Grund: 233 m²,
"Vidarsvej 4,8981",1.195.000 kr.,Blicherskolen,456 m,6.9,3.7,Villa,Energimærke C,Høj,"25,8%","27,93‰.","Der er 98.988 indbyggere i Randers Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 27,93‰.",Til salg i alt: 46 dage,124 m²,Ejerudg.: 1.471 kr/md,,4 værelser,Opført 1977,2 toiletter,,,8981,https://www.boligsiden.dk/addresses/0a3f50c0-cd4d-32b8-e044-0003ba298018,Grund: 697 m²,
"Østre Alle 16,4200",1.695.000 kr.,Nymarkskolen,270 m,6.6,3.7,Villa,Energimærke D,Høj,"25,6%","25,3‰.","Der er 79.691 indbyggere i Slagelse Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 25,3‰.",Til salg i alt: 215 dage,139 m²,Ejerudg.: 2.210 kr/md,,4 værelser,Opført 1953,2 toiletter,,,4200,https://www.boligsiden.dk/addresses/0a3f50ae-d20a-32b8-e044-0003ba298018,Grund: 619 m²,
"Østermarken 421,9320",3.595.000 kr.,Hjallerup Skole,"1,2 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke A2020,Lav,"26,3%","31,23‰.","Der er 36.194 indbyggere i Brønderslev Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 31,23‰.",Til salg i alt: 213 dage,170 m²,Ejerudg.: 2.650 kr/md,,5 værelser,Opført 2024,-,,,9320,https://www.boligsiden.dk/addresses/1f4751d9-60c4-401c-9358-06b94cc11720,Grund: 859 m²,
"Enghavevej 15A,8680",7.495.000 kr.,Mølleskolen,389 m,7.9,3.9,Ejerlejlighed,Energimærke A2015,Mellem,26%,"24,66‰.","Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",Til salg i alt: 46 dage,209 m²,Ejerudg.: 6.359 kr/md,Elevator: Nej,4 værelser,Opført 1906,2 toiletter,Altan: Ja,Terrasse: Nej,8680,https://www.boligsiden.dk/addresses/74c38dba-ea78-474a-a655-985daf3498c3,,
"Sofievej 78, st.,9000",1.345.000 kr.,Filstedvejens Skole,751 m,6.6,3.7,Ejerlejlighed,Energimærke C,Lav,"25,4%","26,95‰.","Der er 221.082 indbyggere i Aalborg Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 26,95‰.",Til salg i alt: 46 dage,86 m²,Ejerudg.: 2.713 kr/md,Elevator: Ja,3 værelser,Opført 1963,1 toilet,Altan: Ja,Terrasse: Nej,9000,https://www.boligsiden.dk/addresses/0a3f50ca-b906-32b8-e044-0003ba298018,,
"Elme Alle 6,6040",1.995.000 kr.,Alminde-Viuf Fællesskole,"5,2 km",7.4,3.8,Villa,Energimærke D,Mellem,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 438 dage,163 m²,Ejerudg.: 2.053 kr/md,,5 værelser,Opført 1969,2 toiletter,,,6040,https://www.boligsiden.dk/addresses/0a3f50ba-6c76-32b8-e044-0003ba298018,Grund: 933 m²,
"Clermontgade 20,4000",8.900.000 kr.,Absalons Skole,598 m,7.9,3.7,Villa,Energimærke C,Høj,"25,2%","25,69‰.","Der er 89.447 indbyggere i Roskilde Kommune. Kommuneskatten er på 25,2% og grundskyldspromillen på 25,69‰.",Til salg i alt: 46 dage,198 m²,Ejerudg.: 5.149 kr/md,,6 værelser,Opført 1884,2 toiletter,,,4000,https://www.boligsiden.dk/addresses/ddb7dee2-b8f6-4e2c-a2f5-4972b42bfadd,Grund: 609 m²,
"Langholm 46,6000",1.950.000 kr.,Vonsild Skole,722 m,7.2,3.8,Villa,Energimærke C,Høj,"25,5%",25‰.,"Der er 93.544 indbyggere i Kolding Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 25‰.",Til salg i alt: 46 dage,114 m²,Ejerudg.: 1.774 kr/md,,4 værelser,Opført 1980,1 toilet,,,6000,https://www.boligsiden.dk/addresses/0a3f50bc-1bd3-32b8-e044-0003ba298018,Grund: 777 m²,
"Fasanvej 3,7500",1.195.000 kr.,Skave Skole og Børnehus,"3,12 km",7.1,3.7,Villa,Energimærke E,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 46 dage,124 m²,Ejerudg.: 1.533 kr/md,,5 værelser,Opført 1971,1 toilet,,,7500,https://www.boligsiden.dk/addresses/0a3f50bd-f9c1-32b8-e044-0003ba298018,Grund: 1751 m²,
"Husmandsalleen 14,5884",975.000 kr.,Stokkebækskolen,"2,05 km",7,3.7,Villa/Fritidsbolig,Energimærke F,Høj,"26,3%","23,32‰.","Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",Til salg i alt: 46 dage,114 m²,Ejerudg.: 1.444 kr/md,,3 værelser,Opført 1880,1 toilet,,,5884,https://www.boligsiden.dk/addresses/0a3f50b2-d30d-32b8-e044-0003ba298018,Grund: 1181 m²,
"Strandlystvej 27,5330",1.575.000 kr.,Munkebo Skole - mellem nor og fjord,790 m,6.3,3.6,Villa,Energimærke D,Høj,"26,1%","30,3‰.","Der er 24.034 indbyggere i Kerteminde Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 30,3‰.",Til salg i alt: 286 dage,108 m²,Ejerudg.: 1.768 kr/md,,3 værelser,Opført 1967,1 toilet,,,5330,https://www.boligsiden.dk/addresses/0a3f50b3-49c0-32b8-e044-0003ba298018,Grund: 798 m²,
"Hovedgaden 67,6360",950.000 kr.,Tinglev Skole,126 m,6.7,3.6,Villa,Energimærke B,Mellem,"25,6%","18,9‰.","Der er 58.693 indbyggere i Aabenraa Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 18,9‰.",Til salg i alt: 46 dage,138 m²,Ejerudg.: 1.056 kr/md,,4 værelser,Opført 1958,2 toiletter,,,6360,https://www.boligsiden.dk/addresses/0a3f50b7-ddfa-32b8-e044-0003ba298018,Grund: 740 m²,
"Laanshøj Allé 124,3500",4.895.000 kr.,Søndersøskolen,"1,74 km",8.2,3.9,Rækkehus,Energimærke A2020,Ukendt,"24,88%","21,5‰.","Der er 41.402 indbyggere i Furesø Kommune. Kommuneskatten er på 24,88% og grundskyldspromillen på 21,5‰.",Til salg i alt: 46 dage,136 m²,Ejerudg.: 4.236 kr/md,,5 værelser,Opført 2023,-,,,3500,https://www.boligsiden.dk/addresses/fb93afe3-ab96-438c-bbd6-4258b2413ca5,Grund: 170 m²,
"Smedebroen 4, 1.,8380",1.498.000 kr.,Bakkegårdsskolen,232 m,6.4,3.7,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 46 dage,120 m²,Ejerudg.: 2.830 kr/md,Elevator: Nej,4 værelser,Opført 1920,1 toilet,Altan: Nej,Terrasse: Nej,8380,https://www.boligsiden.dk/addresses/0a3f50c4-40e0-32b8-e044-0003ba298018,,
"Rundhøj Allé 88, 1. mf.,8270",975.000 kr.,Rundhøjskolen,254 m,7.7,3.7,Ejerlejlighed,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 46 dage,54 m²,Ejerudg.: 1.787 kr/md,Elevator: Nej,2 værelser,Opført 1969,1 toilet,Altan: Nej,Terrasse: Nej,8270,https://www.boligsiden.dk/addresses/0a3f50c3-fb6b-32b8-e044-0003ba298018,,
"Vestre Paradisvej 139,2840",7.495.000 kr.,Skovlyskolen,753 m,8.5,3.8,Villa,Energimærke E,Mellem,"23,21%","22,93‰.","Der er 57.247 indbyggere i Rudersdal Kommune. Kommuneskatten er på 23,21% og grundskyldspromillen på 22,93‰.",Til salg i alt: 46 dage,144 m²,Ejerudg.: 6.927 kr/md,,5 værelser,Opført 1960,1 toilet,,,2840,https://www.boligsiden.dk/addresses/0a3f50a7-0110-32b8-e044-0003ba298018,Grund: 1044 m²,
"Weysesgade 32,2100",13.995.000 kr.,Strandvejsskolen,411 m,7.3,3.7,Rækkehus,Energimærke D,Mellem,"23,7%",34‰.,"Der er 644.431 indbyggere i Københavns Kommune. Kommuneskatten er på 23,7% og grundskyldspromillen på 34‰.",Til salg i alt: 46 dage,149 m²,Ejerudg.: 7.279 kr/md,,6 værelser,Opført 1892,2 toiletter,,,2100,https://www.boligsiden.dk/addresses/0a3f50a1-a0fe-32b8-e044-0003ba298018,Grund: 84 m²,
"Agerhønevej 39,4930",1.600.000 kr.,"Maribo Skole, Borgerskoleafdelingen","1,49 km",6.1,3.6,Villa,Energimærke C,Meget høj,"26,3%","33,09‰.","Der er 40.107 indbyggere i Lolland Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 33,09‰.",Til salg i alt: 46 dage,94 m²,Ejerudg.: 1.743 kr/md,,3 værelser,Opført 2006,1 toilet,,,4930,https://www.boligsiden.dk/addresses/2ef51a73-b276-4ee7-e044-0003ba298018,Grund: 471 m²,
"Bodil Møllevej 2,8362",3.498.000 kr.,Højboskolen,"1,24 km",7.3,3.7,Villa,Energimærke B,Høj,26%,"24,66‰.","Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",Til salg i alt: 46 dage,190 m²,Ejerudg.: 3.396 kr/md,,5 værelser,Opført 1910,2 toiletter,,,8362,https://www.boligsiden.dk/addresses/0a3f50c0-2bbd-32b8-e044-0003ba298018,Grund: 1762 m²,
"Elishøj 7,8541",4.398.000 kr.,Skødstrup Skole,363 m,7.7,3.7,Villa,Energimærke D,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 575 dage,186 m²,Ejerudg.: 3.034 kr/md,,6 værelser,Opført 1967,3 toiletter,,,8541,https://www.boligsiden.dk/addresses/0a3f50c2-bd02-32b8-e044-0003ba298018,Grund: 840 m²,
"Kastanie Allé 9B,8230",5.498.000 kr.,Åby Skole,736 m,7,3.7,Rækkehus,Energimærke D,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 46 dage,97 m²,Ejerudg.: 2.818 kr/md,,3 værelser,Opført 1916,1 toilet,,,8230,https://www.boligsiden.dk/addresses/0a3f50c3-5fe8-32b8-e044-0003ba298018,Grund: 456 m²,
"Skæring Hedevej 122,8250",5.498.000 kr.,Skæring Skole,738 m,7.9,3.8,Villa,Energimærke C,Høj,"24,52%","24,58‰.","Der er 355.238 indbyggere i Aarhus Kommune. Kommuneskatten er på 24,52% og grundskyldspromillen på 24,58‰.",Til salg i alt: 46 dage,155 m²,Ejerudg.: 3.538 kr/md,,5 værelser,Opført 1976,2 toiletter,,,8250,https://www.boligsiden.dk/addresses/0a3f50c4-3b17-32b8-e044-0003ba298018,Grund: 825 m²,
"Aavej 14,8305",6.400.000 kr.,Samsø Skole,"3,77 km",6.7,3.6,Villa/Fritidsbolig,Energimærke C,Høj,"25,9%","30,75‰.","Der er 3.716 indbyggere i Samsø Kommune. Kommuneskatten er på 25,9% og grundskyldspromillen på 30,75‰.",Til salg i alt: 440 dage,303 m²,Ejerudg.: 3.020 kr/md,,9 værelser,Opført 1912,-,,,8305,https://www.boligsiden.dk/addresses/0a3f50c1-b267-32b8-e044-0003ba298018,Grund: 771 m²,
"Heering Huse 39,4690",3.695.000 kr.,"Ny-Øst, Bavneskolen",674 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke A2010,Høj,"25,8%",25‰.,"Der er 37.161 indbyggere i Faxe Kommune. Kommuneskatten er på 25,8% og grundskyldspromillen på 25‰.",Til salg i alt: 46 dage,188 m²,Ejerudg.: 2.660 kr/md,,5 værelser,Opført 2016,2 toiletter,,,4690,https://www.boligsiden.dk/addresses/d1470607-a64c-429e-9200-20f0cbcc798b,Grund: 745 m²,
"Søbakken 3,4400",1.095.000 kr.,Nyrupskolen,"6,19 km",7.2,3.7,Villa,Energimærke G,Høj,"24,2%",34‰.,"Der er 48.368 indbyggere i Kalundborg Kommune. Kommuneskatten er på 24,2% og grundskyldspromillen på 34‰.",Til salg i alt: 46 dage,72 m²,Ejerudg.: 1.305 kr/md,,3 værelser,Opført 1895,1 toilet,,,4400,https://www.boligsiden.dk/addresses/0a3f50ad-c638-32b8-e044-0003ba298018,Grund: 1847 m²,
"Borgergade 25,9620",645.000 kr.,Aalestrup Skole,"1,32 km",Ikke oplyst,Ikke oplyst,Villa,Energimærke E,Høj,"26,3%","22,82‰.","Der er 36.326 indbyggere i Vesthimmerlands Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 22,82‰.",Til salg i alt: 46 dage,116 m²,Ejerudg.: 1.069 kr/md,,5 værelser,Opført 1945,1 toilet,,,9620,https://www.boligsiden.dk/addresses/0a3f50c6-ad73-32b8-e044-0003ba298018,Grund: 283 m²,
"Søvangen 27,8830",845.000 kr.,Ørum Skole,533 m,6.8,3.7,Villa,Energimærke C,Høj,"25,5%","23,7‰.","Der er 96.847 indbyggere i Viborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 23,7‰.",Til salg i alt: 273 dage,107 m²,Ejerudg.: 1.212 kr/md,,5 værelser,Opført 1986,1 toilet,,,8830,https://www.boligsiden.dk/addresses/0a3f50c6-49df-32b8-e044-0003ba298018,Grund: 875 m²,
"Klavervej 50,4600",6.260.000 kr.,Søndre Skole,797 m,7.4,3.7,Villa,Energimærke A2015,Mellem,"25,26%","21,04‰.","Der er 61.718 indbyggere i Køge Kommune. Kommuneskatten er på 25,26% og grundskyldspromillen på 21,04‰.",Til salg i alt: 46 dage,146 m²,Ejerudg.: 3.637 kr/md,,5 værelser,Opført 2019,2 toiletter,,,4600,https://www.boligsiden.dk/addresses/1e8ff3e9-3da9-4a65-bc7f-7d5cd257fdd9,Grund: 989 m²,
"Tværvej 10,5492",995.000 kr.,Vissenbjerg Skole,131 m,6.9,3.7,Villa,Energimærke E,Mellem,"26,1%","22,12‰.","Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",Til salg i alt: 46 dage,90 m²,Ejerudg.: 1.396 kr/md,,3 værelser,Opført 1953,1 toilet,,,5492,https://www.boligsiden.dk/addresses/0a3f50b6-0879-32b8-e044-0003ba298018,Grund: 1043 m²,
"Sødrupvej 10,8350",1.995.000 kr.,"Vestskolen, afd. Skovbakken","6,47 km",7.2,3.7,Villa,Energimærke E,Mellem,"25,1%","30,32‰.","Der er 23.304 indbyggere i Odder Kommune. Kommuneskatten er på 25,1% og grundskyldspromillen på 30,32‰.",Til salg i alt: 609 dage,180 m²,Ejerudg.: 1.923 kr/md,,6 værelser,Opført 1910,2 toiletter,,,8350,https://www.boligsiden.dk/addresses/0a3f50c0-b7f6-32b8-e044-0003ba298018,Grund: 1823 m²,
"Hovedvejen 52,3330",5.495.000 kr.,Kornmarkskolen,"4,18 km",7.1,3.7,Villa,Energimærke C,Høj,"25,6%","20,65‰.","Der er 53.257 indbyggere i Hillerød Kommune. Kommuneskatten er på 25,6% og grundskyldspromillen på 20,65‰.",Til salg i alt: 46 dage,160 m²,Ejerudg.: 3.542 kr/md,,6 værelser,Opført 1908,-,,,3330,https://www.boligsiden.dk/addresses/0a3f50aa-8261-32b8-e044-0003ba298018,Grund: 37125 m²,
"Kærvangen 13,5620",895.000 kr.,Glamsbjergskolen,"4,11 km",7,3.6,Villa,Energimærke D,Høj,"26,1%","22,12‰.","Der er 40.972 indbyggere i Assens Kommune. Kommuneskatten er på 26,1% og grundskyldspromillen på 22,12‰.",Til salg i alt: 46 dage,108 m²,Ejerudg.: 1.212 kr/md,,3 værelser,Opført 1969,1 toilet,,,5620,https://www.boligsiden.dk/addresses/0a3f50b2-c81d-32b8-e044-0003ba298018,Grund: 770 m²,
"Toustrupvang 9,7870",695.000 kr.,Glyngøre Skole,"4,94 km",6.6,3.8,Villa,Energimærke D,Lav,"25,5%","20,68‰.","Der er 45.078 indbyggere i Skive Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 20,68‰.",Til salg i alt: 46 dage,278 m²,Ejerudg.: 1.469 kr/md,,7 værelser,Opført 1975,2 toiletter,,,7870,https://www.boligsiden.dk/addresses/0a3f50c5-825a-32b8-e044-0003ba298018,Grund: 1052 m²,
"Glentevænget 30,8464",3.695.000 kr.,Herskindskolen,986 m,7.2,3.6,Villa,Energimærke A2020,Mellem,26%,"24,66‰.","Der er 64.318 indbyggere i Skanderborg Kommune. Kommuneskatten er på 26% og grundskyldspromillen på 24,66‰.",Til salg i alt: 46 dage,150 m²,Ejerudg.: 2.468 kr/md,,5 værelser,Opført 2024,-,,,8464,https://www.boligsiden.dk/addresses/654ac55d-0d3d-4b63-8e1c-979b2d4f07c1,Grund: 677 m²,
"Silkeborgvej 11,8653",1.895.000 kr.,Frisholm Skole,"1,73 km",7.3,3.7,Villa,Energimærke D,Lav,"25,5%","28,26‰.","Der er 97.358 indbyggere i Silkeborg Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 28,26‰.",Til salg i alt: 281 dage,153 m²,Ejerudg.: 1.756 kr/md,,5 værelser,Opført 1937,1 toilet,,,8653,https://www.boligsiden.dk/addresses/0a3f50c2-5f5c-32b8-e044-0003ba298018,Grund: 892 m²,
"Enghaven 54,6990",1.150.000 kr.,Ulfborg Skole,374 m,6.5,3.7,Villa,Energimærke C,Lav,"25,5%","24,12‰.","Der er 58.553 indbyggere i Holstebro Kommune. Kommuneskatten er på 25,5% og grundskyldspromillen på 24,12‰.",Til salg i alt: 207 dage,200 m²,Ejerudg.: 1.286 kr/md,,6 værelser,Opført 1973,2 toiletter,,,6990,https://www.boligsiden.dk/addresses/0a3f50bf-1c3f-32b8-e044-0003ba298018,Grund: 935 m²,
"Viemosetoften 11,2610",3.995.000 kr.,Islev Skole,"1,12 km",6.9,3.6,Villa,Energimærke E,Høj,"25,7%","30,8‰.","Der er 41.382 indbyggere i Rødovre Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 30,8‰.",Til salg i alt: 46 dage,115 m²,Ejerudg.: 4.146 kr/md,,4 værelser,Opført 1960,2 toiletter,,,2610,https://www.boligsiden.dk/addresses/0a3f50a6-c221-32b8-e044-0003ba298018,Grund: 704 m²,
"Landlyst Vænge 61,2635",5.495.000 kr.,Vibeholmskolen,787 m,6.1,3.7,Villa,Energimærke D,Mellem,25%,25‰.,Der er 23.225 indbyggere i Ishøj Kommune. Kommuneskatten er på 25% og grundskyldspromillen på 25‰.,Til salg i alt: 46 dage,275 m²,Ejerudg.: 4.621 kr/md,,8 værelser,Opført 1972,3 toiletter,,,2635,https://www.boligsiden.dk/addresses/0a3f50a7-12d8-32b8-e044-0003ba298018,Grund: 1114 m²,
"Dortheas Vænge 14,8700",2.495.000 kr.,Lundskolen,243 m,7,3.7,Rækkehus,Energimærke A2015,Høj,"25,39%","22,56‰.","Der er 94.443 indbyggere i Horsens Kommune. Kommuneskatten er på 25,39% og grundskyldspromillen på 22,56‰.",Til salg i alt: 46 dage,109 m²,Ejerudg.: 1.889 kr/md,,4 værelser,Opført 2024,-,,,8700,https://www.boligsiden.dk/addresses/d1f9e2f1-4e62-4476-bdec-d0d885088aac,Grund: 401 m²,
"Ørkildsgade 11,5700",1.195.000 kr.,Ørkildskolen,798 m,6.6,3.8,Villa,Energimærke D,Meget høj,"26,3%","23,32‰.","Der er 59.193 indbyggere i Svendborg Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 23,32‰.",Til salg i alt: 46 dage,59 m²,Ejerudg.: 1.268 kr/md,,1 værelser,Opført 1842,1 toilet,,,5700,https://www.boligsiden.dk/addresses/0a3f50b5-b782-32b8-e044-0003ba298018,Grund: 164 m²,
"Græsvangen 26,9800",1.995.000 kr.,Hjørring Ny 10.,188 m,Ikke oplyst,Ikke oplyst,Villa,Energimærke D,Lav,"26,21%",34‰.,"Der er 63.839 indbyggere i Hjørring Kommune. Kommuneskatten er på 26,21% og grundskyldspromillen på 34‰.",Til salg i alt: 46 dage,130 m²,Ejerudg.: 2.183 kr/md,,4 værelser,Opført 1939,2 toiletter,,,9800,https://www.boligsiden.dk/addresses/0a3f50c8-164a-32b8-e044-0003ba298018,Grund: 771 m²,
"Allegade 2,9490",865.000 kr.,Skolecenter Jetsmark,"1,54 km",6.6,3.7,Villa,Energimærke D,Mellem,"25,7%","32,85‰.","Der er 38.187 indbyggere i Jammerbugt Kommune. Kommuneskatten er på 25,7% og grundskyldspromillen på 32,85‰.",Til salg i alt: 535 dage,156 m²,Ejerudg.: 2.502 kr/md,,8 værelser,Opført 1917,1 toilet,,,9490,https://www.boligsiden.dk/addresses/0a3f50c8-cc71-32b8-e044-0003ba298018,Grund: 498 m²,
"Ketilstorp Alle 29,2650",6.295.000 kr.,Dansborgskolen,659 m,7.2,3.6,Villa,Energimærke C,Høj,"25,4%","29,7‰.","Der er 53.267 indbyggere i Hvidovre Kommune. Kommuneskatten er på 25,4% og grundskyldspromillen på 29,7‰.",Til salg i alt: 46 dage,170 m²,Ejerudg.: 5.242 kr/md,,5 værelser,Opført 1963,2 toiletter,,,2650,https://www.boligsiden.dk/addresses/0a3f50a5-75c6-32b8-e044-0003ba298018,Grund: 575 m²,
"Øster Alle 20,9670",850.000 kr.,Løgstør Skole,"1,27 km",7.1,3.8,Villa,Energimærke E,Mellem,"26,3%","22,82‰.","Der er 36.326 indbyggere i Vesthimmerlands Kommune. Kommuneskatten er på 26,3% og grundskyldspromillen på 22,82‰.",Til salg i alt: 215 dage,115 m²,Ejerudg.: 1.676 kr/md,,4 værelser,Opført 1964,2 toiletter,,,9670,https://www.boligsiden.dk/addresses/0a3f50c8-966f-32b8-e044-0003ba298018,Grund: 863 m²,
